time_s,acceleration
14.930,0.219411
14.940,0.198452
14.950,0.155066
14.960,0.150943
14.970,0.152799
14.980,0.129153
14.990,0.052987
15.000,-0.009656
15.010,-0.046463
15.020,-0.045953
15.030,-0.042816
15.040,-0.076720
15.050,-0.108441
15.060,-0.092500
15.070,-0.069252
15.080,-0.013114
15.090,-0.006229
15.100,-0.029907
15.110,-0.044681
15.120,-0.034073
15.130,-0.000838
15.140,-0.010448
15.150,-0.050386
15.160,-0.079601
15.170,-0.102447
15.180,-0.062179
15.190,-0.042883
15.200,-0.034418
15.210,-0.054846
15.220,-0.022229
15.230,0.069030
15.240,0.124503
15.250,0.165757
15.260,0.161228
15.270,0.169502
15.280,0.176141
15.290,0.213601
15.300,0.228454
15.310,0.189830
15.320,0.123266
15.330,0.100744
15.340,0.106812
15.350,0.114036
15.360,0.080459
15.370,0.042292
15.380,0.047660
15.390,0.064219
15.400,0.114347
15.410,0.128127
15.420,0.099040
15.430,0.085742
15.440,0.079183
15.450,0.094240
15.460,0.067654
15.470,0.010182
15.480,-0.048746
15.490,-0.090751
15.500,-0.103092
15.510,-0.095966
15.520,-0.123459
15.530,-0.158839
15.540,-0.148426
15.550,-0.125423
15.560,-0.057651
15.570,-0.023756
15.580,-0.028524
15.590,-0.035072
15.600,0.015127
15.610,0.056754
15.620,0.073884
15.630,0.049016
15.640,0.009512
15.650,-0.011886
15.660,0.021926
15.670,0.024120
15.680,0.037298
15.690,0.003584
15.700,0.022135
15.710,0.083811
15.720,0.140389
15.730,0.176957
15.740,0.189611
15.750,0.180376
15.760,0.202409
15.770,0.237836
15.780,0.263010
15.790,0.212329
15.800,0.147362
15.810,0.089549
15.820,0.098088
15.830,0.069744
15.840,0.049379
15.850,-0.021022
15.860,-0.019618
15.870,-0.039322
15.880,0.026474
15.890,0.036570
15.900,-0.007236
15.910,-0.011055
15.920,0.015759
15.930,0.040631
15.940,0.017570
15.950,-0.010600
15.960,-0.075828
15.970,-0.109125
15.980,-0.104915
15.990,-0.074818
16.000,-0.112166
16.010,-0.151005
16.020,-0.161052
16.030,-0.111175
16.040,-0.046467
16.050,-0.016720
16.060,0.021981
16.070,0.009711
16.080,0.059870
16.090,0.127924
16.100,0.178159
16.110,0.147865
16.120,0.119626
16.130,0.112967
16.140,0.119764
16.150,0.139384
16.160,0.122556
16.170,0.077136
16.180,0.062835
16.190,0.092183
16.200,0.131952
16.210,0.177318
16.220,0.136686
16.230,0.137310
16.240,0.177551
16.250,0.202621
16.260,0.204561
16.270,0.179033
16.280,0.122823
16.290,0.058568
16.300,0.054545
16.310,0.031247
16.320,-0.011973
16.330,-0.076069
16.340,-0.108274
16.350,-0.126578
16.360,-0.086087
16.370,-0.056147
16.380,-0.083891
16.390,-0.097424
16.400,-0.054081
16.410,-0.012490
16.420,0.017424
16.430,0.007622
16.440,-0.042233
16.450,-0.025848
16.460,-0.054934
16.470,-0.034251
16.480,-0.056892
16.490,-0.082342
16.500,-0.080270
16.510,-0.065609
16.520,-0.000313
16.530,0.035734
16.540,0.075447
16.550,0.071515
16.560,0.098906
16.570,0.184631
16.580,0.221486
16.590,0.231685
16.600,0.195099
16.610,0.173817
16.620,0.177014
16.630,0.172305
16.640,0.139344
16.650,0.108100
16.660,0.052832
16.670,0.056126
16.680,0.076667
16.690,0.076666
16.700,0.069083
16.710,0.075506
16.720,0.062822
16.730,0.103048
16.740,0.115264
16.750,0.102750
16.760,0.050994
16.770,0.009450
16.780,-0.002402
16.790,-0.015789
16.800,-0.052014
16.810,-0.110247
16.820,-0.157280
16.830,-0.165606
16.840,-0.115571
16.850,-0.105774
16.860,-0.106851
16.870,-0.117557
16.880,-0.070029
16.890,-0.027424
16.900,0.022031
16.910,0.041925
16.920,0.039856
16.930,0.013014
16.940,0.057115
16.950,0.068882
16.960,0.048091
16.970,0.023605
16.980,0.014075
16.990,0.000182
17.000,0.040617
17.010,0.095669
17.020,0.110993
17.030,0.108583
17.040,0.124595
17.050,0.189439
17.060,0.241476
17.070,0.255900
17.080,0.235084
17.090,0.185275
17.100,0.197196
17.110,0.181651
17.120,0.158619
17.130,0.075553
17.140,0.012863
17.150,0.000473
17.160,-0.003299
17.170,0.018443
17.180,-0.019376
17.190,-0.041899
17.200,-0.040427
17.210,-0.004056
17.220,0.037412
17.230,0.044808
17.240,0.030107
17.250,-0.041561
17.260,-0.026204
17.270,-0.022134
17.280,-0.049547
17.290,-0.091070
17.300,-0.152128
17.310,-0.151630
17.320,-0.108718
17.330,-0.112895
17.340,-0.086679
17.350,-0.085864
17.360,-0.068387
17.370,0.016104
17.380,0.084875
17.390,0.110324
17.400,0.123324
17.410,0.097980
17.420,0.143370
17.430,0.166341
17.440,0.157322
17.450,0.125585
17.460,0.079720
17.470,0.082525
17.480,0.083467
17.490,0.116012
17.500,0.103860
17.510,0.104736
17.520,0.087004
17.530,0.154673
17.540,0.173587
17.550,0.203316
17.560,0.170078
17.570,0.146723
17.580,0.132635
17.590,0.123781
17.600,0.099926
17.610,0.060190
17.620,-0.024188
17.630,-0.072865
17.640,-0.057083
17.650,-0.075324
17.660,-0.102156
17.670,-0.140609
17.680,-0.117862
17.690,-0.068027
17.700,-0.046198
17.710,-0.014022
17.720,-0.020238
17.730,-0.018927
17.740,-0.045153
17.750,0.010660
17.760,0.018049
17.770,-0.040669
17.780,-0.065912
17.790,-0.077954
17.800,-0.046256
17.810,-0.032041
17.820,-0.020737
17.830,-0.039272
17.840,-0.005677
17.850,0.053489
17.860,0.121047
17.870,0.151017
17.880,0.185554
17.890,0.181982
17.900,0.206133
17.910,0.225493
17.920,0.231607
17.930,0.208937
17.940,0.142573
17.950,0.097098
17.960,0.108904
17.970,0.111040
17.980,0.079907
17.990,0.031439
18.000,0.039629
18.010,0.061794
18.020,0.094919
18.030,0.092534
18.040,0.078780
18.050,0.059763
18.060,0.070765
18.070,0.073398
18.080,0.075717
18.090,0.010136
18.100,-0.067953
18.110,-0.128388
18.120,-0.115840
18.130,-0.119063
18.140,-0.130368
18.150,-0.160757
18.160,-0.155143
18.170,-0.126405
18.180,-0.076251
18.190,-0.003369
18.200,-0.017828
18.210,-0.017311
18.220,0.017838
18.230,0.057370
18.240,0.101699
18.250,0.078558
18.260,0.052663
18.270,0.034592
18.280,0.052347
18.290,0.077513
18.300,0.054930
18.310,0.030001
18.320,0.035258
18.330,0.068834
18.340,0.142662
18.350,0.177842
18.360,0.189203
18.370,0.179186
18.380,0.182191
18.390,0.236869
18.400,0.258184
18.410,0.184429
18.420,0.131107
18.430,0.095073
18.440,0.069120
18.450,0.065340
18.460,0.030977
18.470,-0.040681
18.480,-0.058221
18.490,-0.044007
18.500,-0.025195
18.510,0.003283
18.520,-0.002041
18.530,-0.031504
18.540,-0.012460
18.550,0.022378
18.560,0.024965
18.570,0.003982
18.580,-0.056119
18.590,-0.101981
18.600,-0.084372
18.610,-0.073367
18.620,-0.092429
18.630,-0.142127
18.640,-0.141762
18.650,-0.094577
18.660,-0.041782
18.670,0.014956
18.680,0.032565
18.690,0.033391
18.700,0.083447
18.710,0.136944
18.720,0.191626
18.730,0.173340
18.740,0.135065
18.750,0.122108
18.760,0.132907
18.770,0.149687
18.780,0.131582
18.790,0.072780
18.800,0.053191
18.810,0.082939
18.820,0.128196
18.830,0.150110
18.840,0.168313
18.850,0.140587
18.860,0.143337
18.870,0.186723
18.880,0.207701
18.890,0.165013
18.900,0.082178
18.910,0.052943
18.920,0.035098
18.930,0.042078
18.940,-0.040400
18.950,-0.071933
18.960,-0.135343
18.970,-0.122829
18.980,-0.102668
18.990,-0.076887
19.000,-0.073960
19.010,-0.092142
19.020,-0.057873
19.030,-0.017411
19.040,0.017221
19.050,0.013328
19.060,-0.022849
19.070,-0.038022
19.080,-0.010700
19.090,-0.018233
19.100,-0.034044
19.110,-0.053411
19.120,-0.056456
19.130,-0.036792
19.140,0.022690
19.150,0.067250
19.160,0.062843
19.170,0.081860
19.180,0.093579
19.190,0.179117
19.200,0.240867
19.210,0.221424
19.220,0.184873
19.230,0.168599
19.240,0.186233
19.250,0.199697
19.260,0.184839
19.270,0.113473
19.280,0.034005
19.290,0.018597
19.300,0.066214
19.310,0.087626
19.320,0.043393
19.330,0.031673
19.340,0.039851
19.350,0.081437
19.360,0.105586
19.370,0.095175
19.380,0.051253
19.390,0.001199
19.400,-0.002635
19.410,0.005374
19.420,-0.058187
19.430,-0.120470
19.440,-0.155627
19.450,-0.147089
19.460,-0.133042
19.470,-0.097465
19.480,-0.110547
19.490,-0.099779
19.500,-0.083369
19.510,-0.004526
19.520,0.052918
19.530,0.072028
19.540,0.068401
19.550,0.058949
19.560,0.064029
19.570,0.105872
19.580,0.075646
19.590,0.064474
19.600,0.048915
19.610,0.034166
19.620,0.074072
19.630,0.102632
19.640,0.113994
19.650,0.097228
19.660,0.133450
19.670,0.180869
19.680,0.229567
19.690,0.241859
19.700,0.209847
19.710,0.165142
19.720,0.200247
19.730,0.181666
19.740,0.131044
19.750,0.089637
19.760,0.010757
19.770,-0.015563
19.780,-0.004823
19.790,-0.019030
19.800,-0.064353
19.810,-0.066306
19.820,-0.061003
19.830,-0.013697
19.840,0.009204
19.850,0.017479
19.860,-0.005447
19.870,-0.036836
19.880,-0.031248
19.890,-0.012195
19.900,-0.039445
19.910,-0.063499
19.920,-0.136910
19.930,-0.135469
19.940,-0.109972
19.950,-0.085149
19.960,-0.069105
19.970,-0.066475
19.980,-0.031966
19.990,0.028694
20.000,0.090740
20.010,0.139389
20.020,0.116231
20.030,0.132213
20.040,0.163511
20.050,0.196758
20.060,0.179794
20.070,0.135013
20.080,0.118885
20.090,0.082805
20.100,0.089981
20.110,0.108820
20.120,0.107088
20.130,0.093819
20.140,0.085422
20.150,0.139183
20.160,0.175063
20.170,0.186817
20.180,0.164395
20.190,0.122732
20.200,0.126937
20.210,0.125780
20.220,0.098236
20.230,0.044779
20.240,-0.043568
20.250,-0.074067
20.260,-0.085970
20.270,-0.081001
20.280,-0.112239
20.290,-0.130392
20.300,-0.142618
20.310,-0.100127
20.320,-0.030180
20.330,-0.050902
20.340,-0.040972
20.350,-0.062744
20.360,-0.011999
20.370,0.028265
20.380,0.038430
20.390,0.001529
20.400,-0.052441
20.410,-0.036817
20.420,-0.026164
20.430,-0.005643
20.440,-0.014560
20.450,-0.010578
20.460,-0.002432
20.470,0.058105
20.480,0.136119
20.490,0.176715
20.500,0.170361
20.510,0.192245
20.520,0.195399
20.530,0.229327
20.540,0.247494
20.550,0.202711
20.560,0.142547
20.570,0.103838
20.580,0.106573
20.590,0.097742
20.600,0.055227
20.610,0.033134
20.620,-0.003621
20.630,0.028811
20.640,0.077880
20.650,0.083038
20.660,0.088252
20.670,0.023672
20.680,0.034755
20.690,0.062114
20.700,0.067669
20.710,0.000597
20.720,-0.077574
20.730,-0.090615
20.740,-0.114003
20.750,-0.105380
20.760,-0.118016
20.770,-0.168822
20.780,-0.172782
20.790,-0.121196
20.800,-0.064992
20.810,-0.019000
20.820,-0.021791
20.830,-0.004308
20.840,0.024038
20.850,0.073815
20.860,0.136212
20.870,0.106526
20.880,0.074397
20.890,0.041239
20.900,0.068666
20.910,0.086054
20.920,0.063929
20.930,0.055641
20.940,0.038070
20.950,0.082810
20.960,0.128355
20.970,0.188238
20.980,0.185512
20.990,0.176574
21.000,0.183823
21.010,0.222771
21.020,0.249334
21.030,0.194476
21.040,0.135451
21.050,0.088339
21.060,0.060906
21.070,0.074104
21.080,-0.003082
21.090,-0.041783
21.100,-0.082535
21.110,-0.088111
21.120,-0.034054
21.130,-0.015350
21.140,-0.033623
21.150,-0.057000
21.160,-0.028284
21.170,0.016000
21.180,0.025074
21.190,0.013613
21.200,-0.044247
21.210,-0.074248
21.220,-0.063248
21.230,-0.073734
21.240,-0.088929
21.250,-0.113797
21.260,-0.126406
21.270,-0.080757
21.280,-0.021095
21.290,0.017011
21.300,0.034741
21.310,0.044209
21.320,0.086634
21.330,0.150315
21.340,0.207896
21.350,0.190153
21.360,0.158354
21.370,0.143867
21.380,0.146092
21.390,0.158860
21.400,0.117491
21.410,0.095811
21.420,0.057640
21.430,0.075332
21.440,0.115835
21.450,0.116090
21.460,0.148835
21.470,0.111280
21.480,0.124342
21.490,0.140305
21.500,0.181819
21.510,0.150079
21.520,0.082912
21.530,0.042250
21.540,0.035940
21.550,0.007291
21.560,-0.039836
21.570,-0.082959
21.580,-0.141811
21.590,-0.146629
21.600,-0.089906
21.610,-0.088771
21.620,-0.096554
21.630,-0.097861
21.640,-0.077543
21.650,-0.015369
21.660,0.028129
21.670,0.020981
21.680,-0.003105
21.690,-0.013018
21.700,0.002736
21.710,0.025017
21.720,0.017903
21.730,-0.023673
21.740,-0.044073
21.750,-0.031155
21.760,0.023368
21.770,0.079350
21.780,0.062519
21.790,0.093754
21.800,0.158428
21.810,0.172103
21.820,0.255975
21.830,0.227034
21.840,0.216976
21.850,0.204364
21.860,0.203567
21.870,0.182108
21.880,0.147425
21.890,0.082889
21.900,0.048987
21.910,0.024403
21.920,0.046343
21.930,0.058043
21.940,0.039814
21.950,0.016106
21.960,0.017821
21.970,0.037863
21.980,0.098114
21.990,0.043536
22.000,0.038411
22.010,-0.016821
22.020,-0.020166
22.030,-0.023915
22.040,-0.051860
22.050,-0.108074
22.060,-0.161327
22.070,-0.175449
22.080,-0.125420
22.090,-0.112474
22.100,-0.091101
22.110,-0.106951
22.120,-0.080121
22.130,-0.000853
22.140,0.068038
22.150,0.074100
22.160,0.071154
22.170,0.084357
22.180,0.083541
22.190,0.113830
22.200,0.120914
22.210,0.068230
22.220,0.018908
22.230,0.028961
22.240,0.084342
22.250,0.115894
22.260,0.114781
22.270,0.103939
22.280,0.107739
22.290,0.180362
22.300,0.234517
22.310,0.223528
22.320,0.210198
22.330,0.168675
22.340,0.170721
22.350,0.173674
22.360,0.123624
22.370,0.083464
22.380,-0.010243
22.390,-0.035147
22.400,-0.036463
22.410,-0.026791
22.420,-0.052937
22.430,-0.088782
22.440,-0.074062
22.450,-0.044848
22.460,-0.007517
22.470,-0.023446
22.480,-0.021547
22.490,-0.041170
22.500,-0.037436
22.510,-0.017921
22.520,-0.012563
22.530,-0.053949
22.540,-0.092519
22.550,-0.108773
22.560,-0.098842
22.570,-0.060718
22.580,-0.073641
22.590,-0.056333
22.600,-0.032159
22.610,0.026459
22.620,0.104887
22.630,0.141332
22.640,0.139321
22.650,0.160679
22.660,0.205410
22.670,0.216303
22.680,0.219797
22.690,0.168829
22.700,0.112631
22.710,0.118432
22.720,0.105913
22.730,0.123591
22.740,0.099525
22.750,0.076195
22.760,0.067441
22.770,0.111327
22.780,0.136841
22.790,0.158426
22.800,0.146697
22.810,0.095379
22.820,0.097734
22.830,0.126415
22.840,0.095267
22.850,0.038263
22.860,-0.067714
22.870,-0.084245
22.880,-0.102363
22.890,-0.105345
22.900,-0.113759
22.910,-0.140834
22.920,-0.170627
22.930,-0.123866
22.940,-0.061526
22.950,-0.027438
22.960,-0.042315
22.970,-0.007551
22.980,0.003426
22.990,0.034961
23.000,0.047164
23.010,0.046833
23.020,0.005009
23.030,-0.033721
23.040,-0.001687
23.050,0.032270
23.060,0.005486
23.070,-0.003534
23.080,0.028368
23.090,0.063761
23.100,0.135630
23.110,0.166396
23.120,0.175916
23.130,0.190491
23.140,0.200038
23.150,0.230416
23.160,0.242173
23.170,0.223511
23.180,0.145879
23.190,0.100689
23.200,0.101910
23.210,0.098552
23.220,0.060182
23.230,-0.009632
23.240,-0.012919
23.250,0.002448
23.260,0.051117
23.270,0.042239
23.280,0.046294
23.290,0.009497
23.300,0.004461
23.310,0.058357
23.320,0.038466
23.330,0.001876
23.340,-0.066309
23.350,-0.090722
23.360,-0.091975
23.370,-0.088686
23.380,-0.114660
23.390,-0.173400
23.400,-0.181530
23.410,-0.121338
23.420,-0.068872
23.430,-0.010774
23.440,-0.001272
23.450,-0.005638
23.460,0.038584
23.470,0.095510
23.480,0.131675
23.490,0.125477
23.500,0.098849
23.510,0.089965
23.520,0.082538
23.530,0.103557
23.540,0.111995
23.550,0.072587
23.560,0.054565
23.570,0.061692
23.580,0.129339
23.590,0.173212
23.600,0.163192
23.610,0.181661
23.620,0.180962
23.630,0.218126
23.640,0.214852
23.650,0.177364
23.660,0.116970
23.670,0.070188
23.680,0.057710
23.690,0.049660
23.700,0.005205
23.710,-0.050074
23.720,-0.114936
23.730,-0.092447
23.740,-0.058461
23.750,-0.026638
23.760,-0.056144
23.770,-0.062873
23.780,-0.055468
23.790,-0.000441
23.800,0.024027
23.810,-0.005964
23.820,-0.048089
23.830,-0.069836
23.840,-0.056363
23.850,-0.061246
23.860,-0.055379
23.870,-0.103000
23.880,-0.095318
23.890,-0.066771
23.900,-0.023881
23.910,0.021553
23.920,0.070122
23.930,0.065504
23.940,0.107662
23.950,0.163034
23.960,0.212402
23.970,0.220229
23.980,0.185932
23.990,0.150249
24.000,0.177830
24.010,0.176101
24.020,0.138814
24.030,0.106682
24.040,0.056940
24.050,0.072439
24.060,0.092271
24.070,0.120538
24.080,0.087984
24.090,0.090377
24.100,0.082166
24.110,0.134969
24.120,0.127790
24.130,0.126721
24.140,0.077955
24.150,0.030279
24.160,0.022082
24.170,-0.011371
24.180,-0.024200
24.190,-0.088838
24.200,-0.166751
24.210,-0.164853
24.220,-0.131071
24.230,-0.101637
24.240,-0.101973
24.250,-0.132726
24.260,-0.072752
24.270,-0.021496
24.280,0.020816
24.290,0.048058
24.300,0.012096
24.310,0.014746
24.320,0.026130
24.330,0.040216
24.340,0.047845
24.350,0.007422
24.360,-0.032076
24.370,-0.025849
24.380,0.034256
24.390,0.086210
24.400,0.088224
24.410,0.112855
24.420,0.131119
24.430,0.192493
24.440,0.245342
24.450,0.237277
24.460,0.214064
24.470,0.182329
24.480,0.164404
24.490,0.171639
24.500,0.165190
24.510,0.087463
24.520,0.030489
24.530,-0.002279
24.540,0.020158
24.550,0.040373
24.560,0.011727
24.570,-0.021459
24.580,0.003603
24.590,0.025646
24.600,0.055915
24.610,0.063567
24.620,-0.005572
24.630,-0.015504
24.640,-0.035947
24.650,-0.028695
24.660,-0.052616
24.670,-0.101239
24.680,-0.151658
24.690,-0.156467
24.700,-0.127232
24.710,-0.087238
24.720,-0.081297
24.730,-0.091959
24.740,-0.059202
24.750,-0.001465
24.760,0.059061
24.770,0.104759
24.780,0.093449
24.790,0.099921
24.800,0.097726
24.810,0.173503
24.820,0.131820
24.830,0.105289
24.840,0.074427
24.850,0.047123
24.860,0.085080
24.870,0.094535
24.880,0.095557
24.890,0.076436
24.900,0.111754
24.910,0.163524
24.920,0.205710
24.930,0.229783
24.940,0.201889
24.950,0.159218
24.960,0.153451
24.970,0.155039
24.980,0.123176
24.990,0.071502
25.000,-0.011616
25.010,-0.052895
25.020,-0.051758
25.030,-0.045020
25.040,-0.081102
25.050,-0.106758
25.060,-0.110495
25.070,-0.055177
25.080,-0.009438
25.090,-0.021056
25.100,-0.026946
25.110,-0.032940
25.120,-0.030384
25.130,0.007222
25.140,-0.001009
25.150,-0.040161
25.160,-0.092402
25.170,-0.098020
25.180,-0.068275
25.190,-0.060313
25.200,-0.052226
25.210,-0.058951
25.220,-0.006717
25.230,0.045767
25.240,0.120029
25.250,0.157523
25.260,0.153737
25.270,0.153491
25.280,0.196377
25.290,0.218429
25.300,0.240147
25.310,0.183689
25.320,0.128385
25.330,0.100516
25.340,0.109795
25.350,0.116376
25.360,0.107898
25.370,0.080245
25.380,0.037019
25.390,0.084318
25.400,0.131419
25.410,0.125826
25.420,0.103392
25.430,0.078961
25.440,0.059665
25.450,0.101811
25.460,0.077531
25.470,0.016923
25.480,-0.052777
25.490,-0.091595
25.500,-0.074901
25.510,-0.097476
25.520,-0.116636
25.530,-0.165322
25.540,-0.160487
25.550,-0.124215
25.560,-0.062978
25.570,-0.036663
25.580,-0.033990
25.590,-0.018447
25.600,0.016118
25.610,0.059184
25.620,0.067086
25.630,0.052411
25.640,-0.015682
25.650,0.007002
25.660,0.019122
25.670,0.045386
25.680,0.049783
25.690,0.014871
25.700,0.035855
25.710,0.072843
25.720,0.149059
25.730,0.178302
25.740,0.188176
25.750,0.198296
25.760,0.200643
25.770,0.236342
25.780,0.245325
25.790,0.209434
25.800,0.170878
25.810,0.096409
25.820,0.072198
25.830,0.076908
25.840,0.029510
25.850,-0.014653
25.860,-0.038133
25.870,-0.031251
25.880,0.008284
25.890,0.010690
25.900,0.013209
25.910,-0.015269
25.920,0.013104
25.930,0.040713
25.940,0.026348
25.950,-0.008191
25.960,-0.062621
25.970,-0.090341
25.980,-0.114318
25.990,-0.092991
26.000,-0.093849
26.010,-0.148660
26.020,-0.154496
26.030,-0.116827
26.040,-0.064324
26.050,0.003015
26.060,0.011028
26.070,0.023208
26.080,0.070966
26.090,0.132358
26.100,0.143109
26.110,0.157219
26.120,0.111987
26.130,0.102619
26.140,0.107453
26.150,0.120518
26.160,0.122818
26.170,0.075562
26.180,0.054811
26.190,0.081255
26.200,0.134175
26.210,0.162317
26.220,0.133979
26.230,0.138944
26.240,0.161925
26.250,0.207022
26.260,0.225855
26.270,0.167109
26.280,0.132608
26.290,0.066358
26.300,0.053042
26.310,0.028407
26.320,-0.015598
26.330,-0.059660
26.340,-0.120243
26.350,-0.115059
26.360,-0.069437
26.370,-0.044124
26.380,-0.085332
26.390,-0.082097
26.400,-0.058458
26.410,0.007109
26.420,0.045056
26.430,0.007157
26.440,-0.027292
26.450,-0.044803
26.460,-0.032044
26.470,-0.031569
26.480,-0.032544
26.490,-0.083635
26.500,-0.120777
26.510,-0.078048
26.520,-0.002509
26.530,0.050030
26.540,0.036304
26.550,0.053419
26.560,0.112741
26.570,0.144749
26.580,0.232480
26.590,0.237698
26.600,0.165569
26.610,0.180639
26.620,0.175505
26.630,0.197381
26.640,0.159015
26.650,0.097795
26.660,0.057259
26.670,0.064573
26.680,0.085118
26.690,0.099226
26.700,0.069325
26.710,0.068349
26.720,0.072954
26.730,0.127302
26.740,0.131809
26.750,0.109173
26.760,0.050470
26.770,0.020960
26.780,-0.001656
26.790,-0.014474
26.800,-0.028130
26.810,-0.090166
26.820,-0.162954
26.830,-0.172349
26.840,-0.119568
26.850,-0.114078
26.860,-0.078007
26.870,-0.110216
26.880,-0.068487
26.890,-0.028043
26.900,0.040031
26.910,0.064828
26.920,0.040266
26.930,0.021262
26.940,0.071004
26.950,0.078737
26.960,0.063172
26.970,0.022048
26.980,-0.004244
26.990,0.024581
27.000,0.048200
27.010,0.093112
27.020,0.091936
27.030,0.113266
27.040,0.128494
27.050,0.198477
27.060,0.246178
27.070,0.240583
27.080,0.222891
27.090,0.198054
27.100,0.174938
27.110,0.194419
27.120,0.190760
27.130,0.084165
27.140,0.029197
27.150,-0.014834
27.160,0.012565
27.170,0.005924
27.180,-0.003879
27.190,-0.040914
27.200,-0.049165
27.210,0.012625
27.220,0.036200
27.230,0.026067
27.240,0.001995
27.250,-0.037152
27.260,-0.022947
27.270,-0.018744
27.280,-0.041873
27.290,-0.084939
27.300,-0.153944
27.310,-0.138776
27.320,-0.139056
27.330,-0.074203
27.340,-0.085046
27.350,-0.090717
27.360,-0.063962
27.370,0.018663
27.380,0.082025
27.390,0.114294
27.400,0.123899
27.410,0.108947
27.420,0.136832
27.430,0.175292
27.440,0.180996
27.450,0.128122
27.460,0.087103
27.470,0.077081
27.480,0.108202
27.490,0.135296
27.500,0.101256
27.510,0.089939
27.520,0.099991
27.530,0.152333
27.540,0.208606
27.550,0.201998
27.560,0.175890
27.570,0.156694
27.580,0.129395
27.590,0.137824
27.600,0.113145
27.610,0.049325
27.620,-0.021654
27.630,-0.067126
27.640,-0.045995
27.650,-0.072667
27.660,-0.094457
27.670,-0.115119
27.680,-0.119448
27.690,-0.085425
27.700,-0.030378
27.710,-0.006251
27.720,-0.027765
27.730,-0.031130
27.740,-0.028083
27.750,0.012344
27.760,-0.002668
27.770,-0.032547
27.780,-0.079202
27.790,-0.064895
27.800,-0.055832
27.810,-0.020843
27.820,-0.031947
27.830,-0.032940
27.840,-0.012242
27.850,0.045545
27.860,0.135829
27.870,0.150605
27.880,0.177719
27.890,0.200153
27.900,0.191266
27.910,0.234693
27.920,0.221510
27.930,0.194159
27.940,0.119669
27.950,0.114127
27.960,0.105538
27.970,0.092929
27.980,0.070780
27.990,0.026736
28.000,0.026137
28.010,0.066495
28.020,0.094726
28.030,0.098125
28.040,0.077910
28.050,0.062754
28.060,0.039019
28.070,0.084723
28.080,0.070375
28.090,-0.014694
28.100,-0.046930
28.110,-0.115629
28.120,-0.104838
28.130,-0.090731
28.140,-0.144157
28.150,-0.181575
28.160,-0.179148
28.170,-0.136049
28.180,-0.064828
28.190,-0.031026
28.200,-0.024806
28.210,-0.018411
28.220,0.019769
28.230,0.063318
28.240,0.099826
28.250,0.075923
28.260,0.027512
28.270,0.043303
28.280,0.031793
28.290,0.073544
28.300,0.051267
28.310,0.039228
28.320,0.042199
28.330,0.091203
28.340,0.159728
28.350,0.173676
28.360,0.212844
28.370,0.184626
28.380,0.194148
28.390,0.223884
28.400,0.269168
28.410,0.220795
28.420,0.139752
28.430,0.103922
28.440,0.097077
28.450,0.073102
28.460,0.027355
28.470,-0.026576
28.480,-0.051318
28.490,-0.046607
28.500,-0.023810
28.510,0.011992
28.520,-0.029225
28.530,-0.036162
28.540,-0.002911
28.550,0.019616
28.560,0.030932
28.570,-0.003535
28.580,-0.048205
28.590,-0.091388
28.600,-0.108346
28.610,-0.078335
28.620,-0.130660
28.630,-0.155508
28.640,-0.129038
28.650,-0.096556
28.660,-0.047731
28.670,0.003432
28.680,0.021507
28.690,0.045062
28.700,0.069986
28.710,0.131875
28.720,0.175543
28.730,0.176673
28.740,0.144264
28.750,0.119327
28.760,0.142390
28.770,0.136386
28.780,0.127117
28.790,0.078312
28.800,0.050371
28.810,0.092838
28.820,0.121062
28.830,0.139895
28.840,0.143309
28.850,0.120060
28.860,0.151091
28.870,0.189011
28.880,0.205679
28.890,0.151389
28.900,0.098979
28.910,0.071659
28.920,0.033218
28.930,0.034492
28.940,-0.005619
28.950,-0.100728
28.960,-0.120619
28.970,-0.123675
28.980,-0.090024
28.990,-0.060613
29.000,-0.079833
29.010,-0.091451
29.020,-0.061446
29.030,-0.019415
29.040,0.027091
29.050,-0.004364
29.060,0.000548
29.070,-0.041574
29.080,-0.018130
29.090,-0.002683
29.100,-0.015724
29.110,-0.051446
29.120,-0.072012
29.130,-0.063397
29.140,0.004485
29.150,0.067550
29.160,0.060271
29.170,0.070464
29.180,0.142374
29.190,0.198107
29.200,0.251310
29.210,0.237400
29.220,0.208755
29.230,0.189887
29.240,0.190286
29.250,0.187600
29.260,0.144473
29.270,0.092096
29.280,0.034159
29.290,0.058232
29.300,0.060941
29.310,0.075468
29.320,0.062721
29.330,0.037282
29.340,0.049913
29.350,0.074873
29.360,0.091939
29.370,0.107951
29.380,0.033443
29.390,-0.004371
29.400,-0.018289
29.410,-0.020218
29.420,-0.047865
29.430,-0.102504
29.440,-0.171608
29.450,-0.162853
29.460,-0.141788
29.470,-0.096411
29.480,-0.120270
29.490,-0.108217
29.500,-0.070169
29.510,-0.025451
29.520,0.049695
29.530,0.069152
29.540,0.046078
29.550,0.045592
29.560,0.079565
29.570,0.098968
29.580,0.087858
29.590,0.051863
29.600,0.025315
29.610,0.041055
29.620,0.076349
29.630,0.108668
29.640,0.120750
29.650,0.085295
29.660,0.111355
29.670,0.159704
29.680,0.241323
29.690,0.216522
29.700,0.209019
29.710,0.189109
29.720,0.164338
29.730,0.172531
29.740,0.144267
29.750,0.085131
29.760,-0.005386
29.770,-0.015510
29.780,-0.005991
29.790,-0.009779
29.800,-0.034471
29.810,-0.053873
29.820,-0.062354
29.830,-0.025118
