time_s,voltage_v
15.000,-0.008274
15.010,0.034669
15.020,0.017605
15.030,0.036833
15.040,0.021953
15.050,0.032345
15.060,0.006273
15.070,0.020757
15.080,0.050583
15.090,-0.008353
15.100,0.027644
15.110,0.035469
15.120,0.016317
15.130,0.021478
15.140,0.029195
15.150,-0.000054
15.160,0.016261
15.170,-0.003320
15.180,-0.000369
15.190,0.000527
15.200,0.007806
15.210,0.012247
15.220,0.016945
15.230,-0.011764
15.240,0.040402
15.250,0.027753
15.260,0.021153
15.270,0.004502
15.280,0.008630
15.290,0.018417
15.300,0.016322
15.310,-0.015816
15.320,0.021389
15.330,0.054824
15.340,-0.018399
15.350,0.025295
15.360,0.015678
15.370,0.008284
15.380,0.031105
15.390,-0.008204
15.400,0.012506
15.410,0.032529
15.420,0.006969
15.430,0.003561
15.440,0.011770
15.450,0.003149
15.460,0.033838
15.470,-0.003978
15.480,0.023454
15.490,-0.009300
15.500,0.020314
15.510,0.008383
15.520,-0.029827
15.530,0.009908
15.540,-0.006452
15.550,0.003148
15.560,0.033723
15.570,-0.007229
15.580,-0.006349
15.590,0.032213
15.600,0.011788
15.610,0.033771
15.620,0.014989
15.630,-0.003606
15.640,0.008977
15.650,0.028962
15.660,0.024513
15.670,0.010014
15.680,0.010752
15.690,0.008264
15.700,0.001080
15.710,0.039788
15.720,0.010111
15.730,-0.007444
15.740,0.002644
15.750,0.021202
15.760,0.019893
15.770,0.007885
15.780,-0.000309
15.790,0.010369
15.800,-0.015810
15.810,-0.010077
15.820,0.022321
15.830,0.002608
15.840,0.015782
15.850,0.028789
15.860,0.020019
15.870,0.010318
15.880,0.042820
15.890,0.020297
15.900,0.004533
15.910,0.021290
15.920,0.016290
15.930,-0.003200
15.940,0.011125
15.950,0.007456
15.960,-0.020323
15.970,0.007341
15.980,0.005634
15.990,0.003240
16.000,-0.015366
16.010,0.004530
16.020,0.009388
16.030,0.011572
16.040,-0.007510
16.050,0.019753
16.060,-0.008745
16.070,0.006549
16.080,0.030125
16.090,-0.000676
16.100,0.002125
16.110,0.026550
16.120,0.004079
16.130,0.005421
16.140,0.013410
16.150,0.026176
16.160,-0.023969
16.170,-0.002768
16.180,-0.005524
16.190,-0.006716
16.200,-0.003167
16.210,-0.002923
16.220,0.014638
16.230,-0.003682
16.240,0.011884
16.250,0.016171
16.260,-0.001221
16.270,0.012008
16.280,0.035163
16.290,0.014951
16.300,0.000205
16.310,0.009002
16.320,-0.004069
16.330,0.014157
16.340,0.023237
16.350,-0.002569
16.360,0.006791
16.370,0.027059
16.380,0.002373
16.390,0.012882
16.400,-0.005692
16.410,-0.002552
16.420,0.002148
16.430,0.042645
16.440,0.003864
16.450,0.002051
16.460,0.001552
16.470,0.007516
16.480,0.019839
16.490,0.012842
16.500,0.040867
16.510,0.013207
16.520,0.031711
16.530,0.014151
16.540,0.019084
16.550,-0.011654
16.560,0.008094
16.570,0.008966
16.580,0.006356
16.590,-0.022293
16.600,0.023209
16.610,0.004193
16.620,0.003429
16.630,0.006172
16.640,0.006579
16.650,0.016106
16.660,-0.009065
16.670,-0.003966
16.680,0.014359
16.690,0.012184
16.700,0.004350
16.710,0.001391
16.720,-0.002516
16.730,0.009125
16.740,0.027711
16.750,-0.005871
16.760,0.032850
16.770,0.022660
16.780,0.003206
16.790,0.021746
16.800,-0.011989
16.810,-0.015974
16.820,-0.009347
16.830,0.003854
16.840,0.005119
16.850,0.002273
16.860,0.011491
16.870,-0.022027
16.880,0.017430
16.890,-0.011290
16.900,0.000087
16.910,0.003807
16.920,-0.007343
16.930,-0.010565
16.940,-0.005091
16.950,0.009821
16.960,0.018850
16.970,0.018464
16.980,-0.004917
16.990,-0.001874
17.000,-0.003809
17.010,0.016747
17.020,-0.020561
17.030,0.028575
17.040,0.002728
17.050,-0.001753
17.060,0.015092
17.070,0.025489
17.080,0.015139
17.090,0.025791
17.100,0.012015
17.110,0.028445
17.120,0.028677
17.130,0.008508
17.140,0.031588
17.150,0.012471
17.160,0.011303
17.170,-0.003822
17.180,0.005668
17.190,0.021664
17.200,-0.009690
17.210,0.019744
17.220,0.015229
17.230,0.014163
17.240,-0.023097
17.250,0.008451
17.260,0.019724
17.270,-0.001444
17.280,0.011355
17.290,-0.025671
17.300,0.020071
17.310,0.000064
17.320,0.023070
17.330,-0.017642
17.340,0.020384
17.350,0.006446
17.360,0.022114
17.370,-0.003886
17.380,0.000723
17.390,0.043637
17.400,-0.002449
17.410,-0.000590
17.420,0.005851
17.430,-0.005338
17.440,0.027857
17.450,0.035875
17.460,-0.000562
17.470,-0.015890
17.480,0.027580
17.490,0.026626
17.500,0.022325
17.510,0.027348
17.520,-0.003013
17.530,0.007473
17.540,-0.010762
17.550,-0.011272
17.560,0.024717
17.570,-0.000079
17.580,0.044194
17.590,0.011113
17.600,0.000394
17.610,0.021968
17.620,0.037019
17.630,0.017292
17.640,-0.008257
17.650,0.015565
17.660,0.030634
17.670,0.002601
17.680,-0.001605
17.690,0.025247
17.700,0.012100
17.710,-0.006538
17.720,0.004304
17.730,-0.001335
17.740,0.014444
17.750,0.011645
17.760,0.027257
17.770,0.020645
17.780,-0.013453
17.790,0.016105
17.800,0.023454
17.810,0.016838
17.820,0.025451
17.830,0.001756
17.840,-0.004262
17.850,0.023951
17.860,-0.005982
17.870,-0.022393
17.880,0.025379
17.890,-0.000863
17.900,0.005409
17.910,-0.010970
17.920,-0.009883
17.930,-0.007349
17.940,0.004590
17.950,0.015550
17.960,-0.024467
17.970,0.021283
17.980,-0.007730
17.990,-0.005995
18.000,0.020168
18.010,0.008880
18.020,-0.013047
18.030,0.037669
18.040,-0.002909
18.050,0.013710
18.060,0.012998
18.070,0.031170
18.080,0.003165
18.090,0.025121
18.100,-0.001128
18.110,0.026832
18.120,-0.001445
18.130,0.004567
18.140,0.038439
18.150,0.014755
18.160,0.011646
18.170,0.043631
18.180,0.015420
18.190,-0.002242
18.200,0.021019
18.210,-0.007725
18.220,0.026925
18.230,0.028090
18.240,0.001406
18.250,0.000581
18.260,0.012648
18.270,0.010212
18.280,-0.004665
18.290,0.018521
18.300,-0.020628
18.310,0.003507
18.320,0.003941
18.330,0.005901
18.340,0.014608
18.350,-0.008420
18.360,0.018828
18.370,0.007298
18.380,0.000247
18.390,-0.010502
18.400,-0.007747
18.410,0.015405
18.420,-0.004458
18.430,0.010963
18.440,0.025930
18.450,0.025490
18.460,0.033406
18.470,0.005556
18.480,-0.006277
18.490,0.025308
18.500,0.014644
18.510,0.026859
18.520,0.010166
18.530,0.027935
18.540,0.022696
18.550,0.020746
18.560,0.017553
18.570,0.015965
18.580,0.013496
18.590,0.013389
18.600,0.024853
18.610,0.002320
18.620,0.036035
18.630,0.008406
18.640,0.024781
18.650,0.008646
18.660,0.006300
18.670,0.040484
18.680,0.005360
18.690,-0.009158
18.700,-0.000711
18.710,0.005242
18.720,0.042328
18.730,0.013101
18.740,0.024021
18.750,-0.005024
18.760,0.015289
18.770,0.020072
18.780,0.037024
18.790,-0.000444
18.800,0.019052
18.810,0.014539
18.820,-0.005326
18.830,0.009708
18.840,0.006048
18.850,-0.024880
18.860,0.018980
18.870,0.018104
18.880,0.003416
18.890,-0.010078
18.900,0.032198
18.910,0.013990
18.920,0.025251
18.930,0.031155
18.940,0.002186
18.950,0.022182
18.960,0.006383
18.970,0.009062
18.980,0.008716
18.990,0.009980
19.000,0.026709
19.010,0.011857
19.020,0.007694
19.030,0.005852
19.040,0.015120
19.050,-0.003423
19.060,0.002460
19.070,0.009216
19.080,0.001512
19.090,0.008223
19.100,0.000838
19.110,0.040059
19.120,0.029936
19.130,0.016749
19.140,0.009196
19.150,0.042861
19.160,0.014844
19.170,0.008697
19.180,0.014547
19.190,0.014589
19.200,0.031155
19.210,0.009716
19.220,0.041490
19.230,-0.003230
19.240,0.020411
19.250,-0.005027
19.260,0.037257
19.270,0.005042
19.280,0.009127
19.290,0.023864
19.300,0.028830
19.310,-0.006678
19.320,0.004808
19.330,-0.010924
19.340,0.012060
19.350,0.008479
19.360,0.004766
19.370,-0.000267
19.380,0.004211
19.390,-0.001196
19.400,0.017934
19.410,0.032739
19.420,-0.018961
19.430,0.008260
19.440,0.003727
19.450,0.017386
19.460,-0.004277
19.470,0.007803
19.480,-0.005594
19.490,0.020450
19.500,0.011489
19.510,0.007578
19.520,0.015553
19.530,0.006303
19.540,-0.013307
19.550,0.018936
19.560,0.014324
19.570,0.007689
19.580,0.024774
19.590,0.028277
19.600,-0.006384
19.610,-0.001716
19.620,0.033209
19.630,0.031283
19.640,-0.001076
19.650,-0.007711
19.660,0.000436
19.670,0.002528
19.680,-0.013761
19.690,0.010468
19.700,-0.009203
19.710,-0.008156
19.720,0.023742
19.730,-0.000248
19.740,0.008928
19.750,0.019436
19.760,0.022198
19.770,0.004945
19.780,0.010662
19.790,-0.002381
19.800,0.036211
19.810,0.019749
19.820,-0.006549
19.830,0.010061
19.840,0.020703
19.850,0.017191
19.860,0.037438
19.870,0.030585
19.880,0.001910
19.890,0.008662
19.900,-0.009223
19.910,0.013742
19.920,0.012265
19.930,0.050552
19.940,0.011464
19.950,-0.021399
19.960,-0.000081
19.970,0.011685
19.980,-0.008840
19.990,-0.003008
